Date,Gold,USD_Index,EUR_USD,SP_500,Oil,Bitcoin,Vix,CPI,Unemployment_Rate,GPD,US_Interest_Rate,Zinsen,Gold_ETFs,M2_Euro,M2_US,GPRD,DOW,MOY,Stunde_des_Tages,Jahr,Volles_Datum
2014-09-17,1234.4000244140625,84.69999694824219,1.2959076166152954,2001.5699462890625,94.41999816894531,457.3340148925781,12.649999618530273,237.71206666666666,5.793333333333334,17895.66689130435,0.09,0.09,17.14,9487252733333.334,11543.06,159.79791259765625,2,9,0,2014,2014-09-17
2014-09-18,1225.699951171875,84.31999969482422,1.285000205039978,2011.3599853515625,93.06999969482422,424.44000244140625,12.029999732971191,237.69213333333335,5.786666666666667,17896.83918478261,0.09,0.09,15.5,9488013466666.666,11545.52,118.05796813964844,3,9,0,2014,2014-09-18
2014-09-19,1215.300048828125,84.80000305175781,1.2920063734054565,2010.4000244140625,92.41000366210938,394.7959899902344,12.109999656677246,237.6722,5.78,17898.011478260873,0.09,0.09,16.9,9488774200000.0,11547.98,132.80625915527344,4,9,0,2014,2014-09-19
2014-09-20,1215.300048828125,84.80000305175781,1.2920063734054565,2010.4000244140625,92.41000366210938,408.90399169921875,12.109999656677246,237.65226666666666,5.773333333333333,17899.18377173913,0.09,0.09,16.746666666666666,9489534933333.334,11550.44,76.32644653320312,5,9,0,2014,2014-09-20
2014-09-21,1215.300048828125,84.80000305175781,1.2920063734054565,2010.4000244140625,92.41000366210938,398.8210144042969,12.109999656677246,237.63233333333332,5.766666666666667,17900.35606521739,0.09,0.09,16.593333333333334,9490295666666.666,11552.9,79.82090759277344,6,9,0,2014,2014-09-21
2014-09-22,1216.800048828125,84.66999816894531,1.2841421365737915,1994.2900390625,91.5199966430664,402.1520080566406,13.6899995803833,237.6124,5.76,17901.528358695654,0.09,0.09,16.44,9491056400000.0,11555.36,80.6785888671875,0,9,0,2014,2014-09-22
2014-09-23,1221.0,84.66000366210938,1.2851488590240479,1982.77001953125,91.55999755859375,435.7909851074219,14.930000305175781,237.59246666666667,5.753333333333334,17902.700652173913,0.09,0.09,16.65,9491817133333.334,11557.82,179.1758270263672,1,9,0,2014,2014-09-23
2014-09-24,1218.5999755859375,85.05000305175781,1.2853965759277344,1998.300048828125,92.80000305175781,423.2049865722656,13.270000457763672,237.57253333333333,5.746666666666667,17903.872945652176,0.09,0.09,17.21,9492577866666.666,11560.28,146.8816375732422,2,9,0,2014,2014-09-24
2014-09-25,1221.199951171875,85.19999694824219,1.2778083086013794,1965.989990234375,92.52999877929688,411.5740051269531,15.640000343322754,237.55259999999998,5.74,17905.045239130435,0.09,0.09,17.99,9493338600000.0,11562.74,107.52838134765625,3,9,0,2014,2014-09-25
2014-09-26,1214.0999755859375,85.63999938964844,1.2757054567337036,1982.8499755859375,93.54000091552734,404.42498779296875,14.850000381469727,237.53266666666667,5.733333333333333,17906.217532608698,0.09,0.09,17.84,9494099333333.334,11565.2,151.3148193359375,4,9,0,2014,2014-09-26
2014-09-27,1214.0999755859375,85.63999938964844,1.2757054567337036,1982.8499755859375,93.54000091552734,399.5199890136719,14.850000381469727,237.51273333333333,5.726666666666667,17907.389826086957,0.09,0.09,17.616666666666667,9494860066666.666,11567.66,128.7447509765625,5,9,0,2014,2014-09-27
2014-09-28,1214.0999755859375,85.63999938964844,1.2757054567337036,1982.8499755859375,93.54000091552734,377.1809997558594,14.850000381469727,237.4928,5.720000000000001,17908.56211956522,0.09,0.09,17.393333333333334,9495620800000.0,11570.12,60.10707473754883,6,9,0,2014,2014-09-28
